firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,current_employee,years_in_company
Deloitte,2020-09-18, Senior Consultant,"Former Employee, more than 1 year",Mumbai,1,1.0,1.0,1.0,1.0,2.0,1.0,3,3,3,Company is very good but work culture is very very bad,"You can work from anywhere in the world.
They have dedicated call center and they will help you any issues related to leaves, time sheet, payroll etc.
No will do micro management on leaves/claims
Infrastructure is very good if you go to office.","The reason why you hired is for doing work isn't it?
So this work culture is very unprofessional.
They will plan work without thinking whether we can delivery or not.
People will work 12-16 Hrs a day still the work never ends.
If you join at Senior Consultant or above then you are going to loose personal life and no growth in Technical skills. 
You will spend 80-90% of time in doing management stuff even though you are a technical lead.
Sometime they move you from one field to another.
Overall a BIG NO to DELOITTE if you are joining at Senior Consultant or Above level.",0,1
Deloitte,2020-09-18, Senior Consultant ,"Former Employee, more than 1 year","Toronto, ON",4,2.0,3.0,3.0,4.0,4.0,3.0,1,1,2,Good place to boost your career by gaining a multi industry and multi domain expertise.,"If you love Travel, you will enjoy..","If you are a family man, I won’t recommend..",0,1
Deloitte,2020-09-18, Senior Manager,"Current Employee, more than 5 years","London, England, England",5,3.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Incredible place to work,"Inspiring people
Supportive culture
Inclusive
Committed to people",Large matrix organisation with competing deadlines,1,5
Deloitte,2020-09-18, Senior Manager,"Current Employee, more than 5 years","London, England, England",5,3.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Incredible place to work,"Inspiring people
Supportive culture
Inclusive
Committed to people",Large matrix organisation with competing deadlines,1,5
Deloitte,2020-09-19, Associate Auditor,"Current Employee, more than 1 year","Shanghai, Shanghai, Shanghai",1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,BAD,Fast learn and long time leave,"BUSY, BORING, LOW PAY AND NEGETIVE",1,1
Deloitte,2020-09-19, Associate Solution Advisor,"Current Employee, more than 1 year",Bangalore,4,3.0,5.0,5.0,4.0,3.0,4.0,1,1,2,MNC experience,"Job environment
Client exposure
Work experience gained is unquestionably good
Diverse portfolio
Respect of diversity
No discrimination","Work life balance
Salaries in the first few years",1,1
Deloitte,2020-09-19, Business Technology Analyst,"Former Employee, more than 1 year",Hyderābād,4,3.0,5.0,5.0,4.0,4.0,4.0,1,1,1,Collaborative work culture,"Employee Learning Programs, Wellbeing of Employees os focussed, Peer Learning is at peaks",Working hours may stretch indefinitely,0,1
Deloitte,2020-09-19, Consultant,"Former Employee, more than 1 year","Atlanta, GA",4,5.0,5.0,4.0,4.0,4.0,4.0,1,1,1,Great Teams,Coworkers were like a family,Project Teams were inconsiderate at times,0,1
Deloitte,2020-09-19, Consultant Deloitte,"Current Employee, more than 3 years",Hyderābād,4,1.0,4.0,5.0,5.0,4.0,5.0,1,2,1,Awesome Growth - No Work Life Balance,"1. Good Project
2. Good Growth
3. Better Learning Opportunities
4. Approachable Leadership (Who actually cares or would take actions to help you out!)
5. If you work well, they listen","1. There is no life when they say 'Work-Life Balance'.
2. If something goes wrong for the second time, choose your way out to the company. Talking to leadership again and again could ruin your repo.
3. You might be having a lot of leaves but probably would not be able to take them ever because all the projects are always in red or orange and taking leaves doesn't get taken in a positive note. Especially if you do not live in the same city you are working and would need long leaves to say of 20 days.",1,3
Deloitte,2020-09-19, Cyber Security Consultant,"Former Employee, more than 1 year",Taipei,3,2.0,4.0,3.0,3.0,3.0,4.0,1,2,2,Deloitte in Taiwan,Include an international work opportunity.,"Lower salary, but higher workload",0,1
Deloitte,2020-09-19, Deloitte Advisory,"Current Employee, more than 3 years",Hong Kong,3,1.0,3.0,3.0,3.0,3.0,1.0,3,2,2,Normal firm to work with,One of the big 4,Some partners do not care your life at all,1,3
Deloitte,2020-09-19, IT Analyst,"Current Employee, more than 3 years",Hyderābād,4,3.0,3.0,4.0,3.0,3.0,3.0,1,1,1,Good company,The brand name Deloitte fetch you good reputation when we move to other companies for the next level.,Does not pay good hikes in ITS SERVICES to the employees,1,3
Deloitte,2020-09-20, Audit Senior,"Former Employee, more than 1 year","New York, NY",2,2.0,4.0,4.0,2.0,2.0,3.0,3,3,2,Apprenticeship Model,"- Some balance during the summer based on team 
- Great exposure to different industries","- Long hours
- Poor compensation",0,1
Deloitte,2020-09-20, Business Technology Analyst,"Current Employee, more than 1 year",Bangalore,3,2.0,2.0,3.0,3.0,2.0,2.0,3,2,2,Not as expected,Has a reputed name for outsiders,"Work pressure, no work life balance, no hikes and promotion",1,1
Deloitte,2020-09-20, Consultant,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,3.0,5.0,5.0,5.0,5.0,4.0,1,1,1,nice company to work for,Great Perks. Increments(really good compared to other organizations). Flexibility for WFH.,"Working for USI, keeps the expectation really high which ends up occupying your entire day, you will not feel having off office hours.",1,1
Deloitte,2020-09-20, Human Capital Consulting Analyst,"Former Employee, less than 1 year",Sydney,2,4.0,4.0,5.0,3.0,1.0,2.0,1,1,3,Poor communication and processes,"Good learning experience
Great company initiatives","Poor transition to virtual working
No support for analyst level to report bullying etc",0,1
Deloitte,2020-09-20, Manager,"Current Employee, more than 3 years","New York, NY",3,1.0,1.0,1.0,4.0,4.0,2.0,3,1,3,Politics and Politics,Good Strategy portfolio and approach,"politics, lack of implementation expertise, no value for technical skills, every person for themselves",1,3
Deloitte,2020-09-20, Manager,"Current Employee, more than 8 years",Bangalore,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Good learning,Lots of opportunities to learn and pay is good,Firm initiatives being mandatory is not good.,1,8
Deloitte,2020-09-20, Manager,"Current Employee, more than 8 years",Bangalore,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Good learning,Lots of opportunities to learn and pay is good,Firm initiatives being mandatory is not good.,1,8
Deloitte,2020-09-20, Senior Consultant,"Current Employee, more than 3 years",Bangalore,4,4.0,4.0,4.0,5.0,4.0,4.0,1,1,1,Good Career Growth,"Projects and Clients, Learning Curve",Salary might be little low as per the industry standards,1,3
Deloitte,2020-09-20, Transfer Pricing Analyst,"Current Employee, less than 1 year",Bangkok,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,deloitte thailand,manager friends compensation diversity work,have not found any cons,1,1
Deloitte,2020-09-20, Transfer Pricing Analyst,"Current Employee, less than 1 year",Bangkok,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,deloitte thailand,manager friends compensation diversity work,have not found any cons,1,1
Deloitte,2020-09-21, Administrative Assistant,"Current Employee, more than 1 year","Little Falls, NJ",5,4.0,4.0,4.0,4.0,5.0,4.0,1,1,1,Administrative Assistant.,"Great wages, mandatory to take vacation",lay off with out notice,1,1
Deloitte,2020-09-21, Anonymous Employee,"Former Employee, less than 1 year","Dallas, TX",5,4.0,5.0,5.0,5.0,5.0,4.0,1,1,1,great company,this is was a great managment,its hard to say but i can say it's too strict,0,1
Deloitte,2020-09-21, Audit Junior,"Former Employee, less than 1 year",Casablanca,5,2.0,5.0,5.0,5.0,4.0,5.0,1,1,1,You will learn alot,"great atmosphere, a lot of learning","stressful work hours, but still manageable",0,1
Deloitte,2020-09-21, Audit Manager,"Current Employee, more than 3 years",Sydney,1,1.0,2.0,3.0,1.0,1.0,1.0,3,3,3,No work life balance.,Hard to think of any?,No work life balance at all.,1,3
Deloitte,2020-09-21, BTA Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,2.0,4.0,4.0,4.0,4.0,5.0,1,1,1,ETL Dev,Good company to work on if you have experince.,Work life balance is not that good.,1,3
Deloitte,2020-09-21, Business Analyst,"Former Employee, more than 3 years",Madrid,4,1.0,5.0,5.0,4.0,2.0,1.0,1,1,1,Good to start you career,"Hard-working, good team, good environment","Low flexibilily, no work life-balance, a lot of politics",0,3
Deloitte,2020-09-21, Business Analyst,"Current Employee, less than 1 year",Hyderābād,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Km,Working with Deloitte was an amazing experience love to be part of such org,Nothing as such ... the organization is well managed,1,1
Deloitte,2020-09-21, Consultant,"Current Employee, more than 1 year","New York, NY",5,5.0,5.0,5.0,5.0,2.0,5.0,1,1,1,Interview,Great culture to develop your career,Salary not competitivE. Some teams are disorganized,1,1
Deloitte,2020-09-21, Manager,"Former Employee, more than 5 years","Denver, CO",4,3.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Great place to start your career,Definitely the people you work with... exceptional.,"Large, long projects can get a bit boring. Travel schedule is tough.",0,5
Deloitte,2020-09-21, Manager,"Former Employee, more than 5 years","Denver, CO",4,3.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Great place to start your career,Definitely the people you work with... exceptional.,"Large, long projects can get a bit boring. Travel schedule is tough.",0,5
Deloitte,2020-09-21, Manager,"Current Employee, more than 5 years","Brooklyn, NY",4,3.0,5.0,5.0,5.0,5.0,5.0,1,1,3,Manager,Alot of pto given for people,Too much projects to do too many hours,1,5
Deloitte,2020-09-21, Manager,"Former Employee, more than 8 years","London, England, England",3,3.0,4.0,1.0,4.0,2.0,1.0,1,2,1,Manager,"Global network, exposure, great co-workers","Not a lot of motivation, difficult to move around and try new things, very political",0,8
Deloitte,2020-09-21, Senior Consultant,"Former Employee, more than 3 years",Bangalore,4,2.0,4.0,4.0,4.0,5.0,4.0,1,1,1,Good work culture,"Good work culture, and learning",Work life balance not possible.,0,3
Deloitte,2020-09-21, Senior Consultant,"Current Employee, more than 8 years","New York, NY",1,1.0,1.0,2.0,1.0,3.0,1.0,3,3,3,Horrible place with bad culture in SAP Consulting,assignments at big companies when you have project,"Bad Management, Horrible culture, Arrogant Sr Managers that control everything, zero transparency, company says one thing does something else",1,8
Deloitte,2020-09-21, Senior Consultant,"Former Employee, more than 3 years",Bangalore,4,2.0,4.0,4.0,4.0,5.0,4.0,1,1,1,Good work culture,"Good work culture, and learning",Work life balance not possible.,0,3
Deloitte,2020-09-21, Senior Consultant,"Current Employee, more than 8 years","New York, NY",1,1.0,1.0,2.0,1.0,3.0,1.0,3,3,3,Horrible place with bad culture in SAP Consulting,assignments at big companies when you have project,"Bad Management, Horrible culture, Arrogant Sr Managers that control everything, zero transparency, company says one thing does something else",1,8
Deloitte,2020-09-21, Senior Consultant,"Current Employee, more than 1 year","Atlanta, GA",4,3.0,4.0,2.0,4.0,4.0,3.0,1,1,1,My time here,"Culture, training, opportunities, skills, people",Not a great place for experienced hires,1,1
Deloitte,2020-09-21, Senior Consultant,"Current Employee, more than 1 year",Dakar,3,1.0,1.0,3.0,4.0,2.0,1.0,1,2,2,SC,Number 1 consulting firm. A very diverse work environement.,organization need to be revised,1,1
Deloitte,2020-09-21, Senior Manager,"Current Employee, more than 8 years",Sydney,4,4.0,3.0,4.0,5.0,4.0,4.0,1,2,1,Great opportunities,"Great opportunities, competitive, salary, good projects","Some of the people, politics, pushes people towards generalist skillsets",1,8
Deloitte,2020-09-21, User Experience Designer,"Current Employee, more than 1 year",Hyderābād,4,3.0,4.0,3.0,4.0,4.0,3.0,1,1,1,I had a great exposure & learnings,"Has a lot of forums to shockase the individual skills & also to learn via various internal communities, channels.",Need to get the right coach or mentor for proper guidance on how to navigate to the right path & to enhance career.,1,1
